userName,score,content,final_review,cleaned_review,labeling ,predicted_label
Desi Ratna Sari,1,tidak ada konfirmasi pembayaran langsung potong saldo parah sekali,konfirmasi bayar langsung potong saldo parah,konfirmasi bayar langsung potong saldo parah,,negatif
HASNAN SALIM,1,tidak dapat menonton download,tonton download,tonton download,,negatif
Nurlina Addy Nurung,1,"Langganan makin lama, pelayanan makin buruk",langgan layan buruk,langgan layan buruk,,negatif
Ilham Iamzt,2,padahal baru bayar 54000 ribu mau nonton pake akun 1 perangkat doang malah kebanyakn perangkat malah di taikin lagi harga nya jadi 120000k cuman di HP min min gimana sih upgrade ko malah naik harganya kecewa bgt😭,bayar ribu nonton pake akun perangkat doang kebanyakn perangkat taikin harga nya cuman min min gimana sih upgrade harga kecewa banget,bayar ribu nonton pake akun perangkat doang kebanyakn perangkat taikin harga cuman min min gimana sih upgrade harga kecewa banget,,negatif
Hana Marlina,4,film y itu itu aja payah,film payah,film payah,,netral
Emon Chalim,1,"saya tidak ada berlangganan tiba"" kepotong, permintaan refund juga di tolak, apk sebelah aja minta refund masih bisa",langgan potong minta refund tolak apk belah refund,langgan potong refund tolak belah refund,,negatif
Farisi Adham,1,film nya tiba-tiba hilang di bilang nya kita pakai proxy atau VPN.. btw film yg saya tonton better call saul hilang terus film nya saya harus restart akun logout/login hapus aplikasi terus download ulang hapus data cache kadang tetep gak berhasil juga kesel banget mau nonton udah bayar kok jadi ribet gini habis series ini kayak nya auto berhenti berlangganan mau mencari jawaban untuk permasalahan saya juga bingung mau kemana.. tidak ada solusi,film nya hilang bilang nya pakai proxy vpn btw film tonton better call saul hilang film nya restart akun logout login hapus aplikasi download ulang hapus data cache kadang tetep hasil kesel banget nonton udah bayar ribet gin habis series kayak nya auto henti langgan cari masalah bingung mana solusi,film hilang bilang pakai proxy vpn btw film tonton better call saul hilang film restart akun logout login hapus download ulang hapus data cache kadang tetep hasil kesel banget nonton bayar ribet gin habis series kayak auto henti langgan cari bingung solusi,,negatif
Kang Manto,5,MANTABBBSSS,mantabs,mantabs,,negatif
Rigel Sporta,2,ini apaan si akun gw dipake 2 device padahal udah gw log out in smua tapi sama aja gak bisa,akun dipake device udah log out smua,akun dipake device log out smua,,negatif
Dandi Mardian,1,not good,not good,not good,,positif
Aqilla Putri,5,jelek banget,jelek banget,jelek banget,,negatif
Juvinessa Robot,1,APK ELITE LOGIN SULIT. LOGIN DOANG RIBETNYA KEK NGURUS SURAT TANAH,apk elite login sulit login doang ribetnya kek ngurus surat tanah,elite login sulit login doang ribetnya kek ngurus surat tanah,,negatif
Ahmad Widyan,2,apa si gajelas bet dah di muter muter udah bayarr gw Masi aja di ribet ribet kecewa apaa afk ini trus aja di muter muter suruh ganti ulang sandi udah di ganti ttep suruh ganti lagi di kirim link baru beberapa menit yang lalu pas di pencet udah kedaluarsa di minta kirim lagi kedaluarsa lagi ini gimana si pusing gw,gajelas bet dah muter muter udah bayarr mas ribet ribet kecewa apaa afk trus muter muter suruh ganti ulang sandi udah ganti ttep suruh ganti kirim link menit pas pencet udah kedaluarsa kirim kedaluarsa gimana pusing,gajelas bet dah muter muter bayarr mas ribet ribet kecewa apaa afk muter muter suruh ganti ulang sandi ganti ttep suruh ganti kirim link menit pas pencet kedaluarsa kirim kedaluarsa gimana pusing,,negatif
Mega Retno,5,"netflix ku tiba² gak mau mendownload. padahal jaringan bagus memori juga bnyak, biasanya sangat lancar tapi tiba² gak bisa lagi di dowload cmn 1%trus. sudah saya hapus dan download kembali aplikasinya berulang kali dan sudah restart hp, memastikan wifi aman juga sudah. jadi ntah apa yg salah. mohon bantuan nya netflix atau sesama costumer yg lebih paham 🙏, terimakasih sebelum nya",netflix mendownload jaring bagus memori bnyak lancar dowload cmn trus hapus download aplikasi ulang kali restart wifi aman ntah salah mohon bantu nya netflix costumer paham terimakasih nya,mendownload jaring bagus memori bnyak lancar dowload cmn hapus download ulang kali restart wifi aman ntah salah mohon bantu costumer paham terimakasih,,negatif
Ayu Pratiwi,1,gajelas pelayanan buruk tidak dapat membantu sama sekali,gajelas layan buruk bantu,gajelas layan buruk bantu,,negatif
Rayyan Athallah,2,"tiba² suka berubah grafiknya jadi yg low padahal udh bayar yg hd, dan saran film lama tayangkan lagi",suka ubah grafik low bayar saran film tayang,suka ubah grafik low bayar saran film tayang,,negatif
Jeremia Werung,5,Saya bayar lewat MyTelkomsel untuk Netflix Basic Standar. Tapi Hanya di berikan DASAR untuk 1 perangkat 🥺.,bayar mytelkomsel netflix basic standar dasar perangkat,bayar mytelkomsel basic standar dasar perangkat,,negatif
Rudi Darmawan,5,Netflix good nice,netflix good nice,good nice,,positif
Beryl ok,1,duit gua diambil netplik,duit gua ambil netplik,duit ambil netplik,,negatif
Zhafira Farahiya,1,sebulan mau play film gabisa-bisaa. loading terusss pdhl jaringan juga kenceng,bulan play film gabisa bisaa loading pdhl jaring kenceng,play film gabisa bisaa loading jaring kenceng,,negatif
Asrar Ahmad 44,5,video sexy ya gan yang penting adalah di mana mereka berasal dan tak lama setelah itu sexy yang paling penting dari sebuah perusahaan swasta di Indonesia ensiklopedia yang sama dengan cara yang lain 🙏🙏🙏,video sexy gan asal sexy usaha swasta indonesia ensiklopedia,video sexy gan sexy usaha swasta indonesia ensiklopedia,,negatif
Sakira,1,ini apaan gabisa login jir,gabisa login jir,gabisa login jir,,negatif
Andi Achmar Fadli,1,ribet buat login,ribet login,ribet login,,negatif
skudbdn skudbdn,1,apa siii saya udah bayarrr ... pas udahh bayarrr kenapaa gbsa ditonton videonyaa.... nyesal saya bayarrr....tolong balikin fiture yang lamaa..... nonton videooo selalu erorrr... dan layarrr hitammm ... hapus aja apk nyaa ... biae tidak banyak orang orang dowload dan buang buang uuang,udah bayar pas udahh bayar kenapaa gbsa tonton videonyaa nyesal bayar tolong balikin fiture lamaa nonton video eror layar hitam hapus apk nyaa biae orang orang dowload buang buang uuang,bayar pas udahh bayar kenapaa gbsa tonton videonyaa nyesal bayar tolong balikin fiture lamaa nonton video eror layar hitam hapus biae orang orang dowload buang buang uuang,,negatif
Agung New'season,2,ini dafar ny gmana.?,dafar nya gmana,dafar gmana,,negatif
Danu Ramadhan,1,loading doang,loading doang,loading doang,,netral
Klara Indri,2,"buat yg gatau, ini aplikasi berbayar/berlangganan.",gatau aplikasi bayar langgan,gatau bayar langgan,,negatif
Uni Yunika,2,sandi udh bener tapi tetep salah dan gabisa masuk ke akun,sandi bener tetep salah gabisa masuk akun,sandi bener tetep salah gabisa masuk akun,,negatif
Fitriyah97 Manis,4,error loading,error loading,error loading,,negatif
Dafa Putra,1,uda beli langganan di netflix tapi pas mau masuk akun selalu gabisa sandinya mana uda beli langganan nya amit,uda beli langgan netflix pas masuk akun gabisa sandi uda beli langgan nya amit,uda beli langgan pas masuk akun gabisa sandi uda beli langgan amit,,negatif
Akhmad Hikami,2,film yang di tonton ketika berhenti lalu ingin di lanjutkan suka menghilang,film tonton henti lanjut suka hilang,film tonton henti suka hilang,,positif
Diana Pebrianti,3,maaf ni netflix kenapa lagi? daftar putar yg d tonton tetiba ilang.. pas ada d beranda mau d buka gak bisa.. perbulan saya bayar lho ini,maaf netflix daftar putar tonton tetiba ilang pas beranda buka bulan bayar lho,maaf daftar putar tonton tetiba ilang pas beranda buka bayar,,negatif
Sharil Ril,1,"ini gimana login nya, padahal email sama sandinya udah bener malah ga bisa-_-",gimana login nya email sandi udah bener,gimana login email sandi bener,,negatif
Adi Putra,1,eror mulu,eror mulu,eror mulu,,negatif
GAME JAVA ID,1,"lu klo gk niat nayangin animasi mending gk usah tayangin apalah satu series isinya 25 eps tp lu cuma tayangin 20eps udahlah langganannya mahal gk lengkap pula vinland saga,fruits basket dua series ini yg eps per seasonnya gk lengkap",niat nayangin animasi mending tayangin apa series isi eps tayangin eps udahlah langgan mahal lengkap vinland saga fruits basket series eps seasonnya lengkap,niat nayangin animasi mending tayangin series isi eps tayangin eps udahlah langgan mahal lengkap vinland saga fruits basket series eps seasonnya lengkap,,negatif
Suci nur Azizah,1,serius mau awal daftar langsung berlangganan?!?!! gilee pemaksaan,serius daftar langsung langgan gilee paksa,serius daftar langsung langgan gilee paksa,,negatif
random video,5,siop,siop,siop,,negatif
ADRIAN,1,app terburuk mengapa kalian tidak menyematkan fitur kualitas vidio tanpa perlu memandang perangkat keras/ lunak,app buruk semat fitur kualitas vidio pandang perangkat keras lunak,buruk semat fitur kualitas vidio pandang perangkat keras lunak,,negatif
Afandi Milanisti,3,tambah film horor indonesia nya..,film horor indonesia nya,film horor indonesia,,netral
Indra Setiawan,1,gak bisa masuk padahal sandi email bener gak jelas apk ini jangan download,masuk sandi email bener apk download,masuk sandi email bener download,,negatif
Jimmy Tobing,1,"aplikasi jelek, udh bayar ehh pas masuk ke akun ga bisa lagi. TOLONG KAU BALIKIN AJA DUITNYA KALAU GA BISA DIPAKE NIH APLIKASI.",aplikasi jelek bayar ehh pas masuk akun tolong kau balikin duit dipake aplikasi,jelek bayar ehh pas masuk akun tolong kau balikin duit dipake,,negatif
عاطفة عَليا الزهراء,1,"padahal nonton sendiri pake akun sendiri 1 profil doang masa keterangannya ""Terlalu banyak perangkat yang menonton di akunmu saat ini""?",nonton pake akun profil doang terang perangkat tonton akun,nonton pake akun profil doang terang perangkat tonton akun,,netral
papah el,3,"bug anjaay,tiap play video muter muter mulu,wifie kenceng,udh 3 hari ga bisa play video,muter muter mulu,benerin dulu tuh bug ny!!",bug anjaay play video muter muter mulu wifie kenceng play video muter muter mulu benerin tuh bug nya,bug anjaay play video muter muter mulu wifie kenceng play video muter muter mulu benerin tuh bug,,negatif
syaa ୨ৎ,1,jelekkk anjj apknyaaaa,jelek anjj apknya,jelek anjj apknya,,negatif
Ayu Putri,5,Pelayanan customer service netflix super duper cepat. Saldo shopepay sempet terpotong gara² netflix padahal sudah nonaktif akun netflixnya. Tapi waktu chat ke Cs langsung respon dan uang kembali. makasih banyak,layan customer service netflix super duper cepat saldo shopepay sempet potong gara netflix nonaktif akun netflixnya chat langsung respon uang makasih,layan customer service super duper cepat saldo shopepay sempet potong gara nonaktif akun netflixnya chat langsung respon uang terima kasih,,negatif
bila,1,"ga bisa di putar vidio nya,padahal udh saya bayar,gimna sih ini ,tolong di perbaiki dong",putar vidio nya bayar gimna sih tolong baik,putar vidio bayar gimna sih tolong,,netral
Dimz Dimzen,1,"apk gaje, gabisa login padahal sandi udah bener",apk gaje gabisa login sandi udah bener,gaje gabisa login sandi bener,,negatif
Putri Pinasti,1,udah daftar udah punya akun udah bayar pas nontkn film muter²doang sampe setengah jam padahal jaringan oke kuota aman,udah daftar udah akun udah bayar pas nontkn film muter doang sampe jam jaring oke kuota aman,daftar akun bayar pas nontkn film muter doang sampe jam jaring oke kuota aman,,netral
Nayla Priyanka .s.,1,login aja susah amat,login susah,login susah,,negatif
MUHAMAD HADI KURNIAWAN,4,apk nya bagus tapi tolong dong kasih kecepatan Vidio nya sampai 2x kalau Udah ntar saya kasih bintang 5,apk nya bagus tolong kasih cepat vidio nya udah ntar kasih bintang,bagus tolong kasih cepat vidio ntar kasih bintang,,netral
Iqbal Osman,1,"sudah batal langganan, kenapa tetap terpotong saldo saya secara otomatis",batal langgan potong saldo otomatis,batal langgan potong saldo otomatis,,negatif
Brita Max,2,Gak recommended apk nya,recommended apk nya,recommended,,negatif
Adityakawee,1,"sering terjadi masalah saat memutar video (5.10) sudah dicoba berbagai cara tetep ga bisa, kadang lancar kadang ga bisa. kalo gini terus mending stop berlangganan",putar video coba tetep kadang lancar kadang kalo gin mending stop langgan,putar video coba tetep kadang lancar kadang kalo gin mending stop langgan,,negatif
B,1,notgood,notgood,notgood,,negatif
Galih Aditama,5,bagus banget saya suka nonton drama.,bagus banget suka nonton drama,bagus banget suka nonton drama,,positif
siti choriah,1,"Gak bisa buat nonton. cuma muter aja, padahal sudah ganti pakai wifi tetap saja tidak bisa. zonk...!",nonton muter ganti pakai wifi zonk,nonton muter ganti pakai wifi zonk,,negatif
Thrift bydesma,1,udah bayar tapi gabisa nonton keterangan nya pembayaran di tunda udah jelas udah bayar,udah bayar gabisa nonton terang nya bayar tunda udah udah bayar,bayar gabisa nonton terang bayar tunda bayar,,negatif
danielliance anggraini,1,"ni apk g niat ajg, dri tdi kesalahan mulu, ni hapus aj apk dri play store, nyusahin gblok, mau login aja kya mau lewatin jembatan siratal mustakim kntol",apk niat ajg dri tdi salah mulu hapus apk dri play store nyusahin gblok login kya lewatin jembatan siratal mustakim kntol,niat ajg dri tdi salah mulu hapus dri play store nyusahin gblok login kya lewatin jembatan siratal mustakim kntol,,negatif
this alea,1,kenapa disamsung A06 gabisa putar film?,disamsung gabisa putar film,disamsung gabisa putar film,,netral
Anggun Lauraanggun,1,sy tidak bisa masuk di netfix padahal sy sudah memasukkan email sy tapi tidak bisa masuk juga,masuk netfix masuk email masuk,masuk netfix masuk email masuk,,negatif
Eril Arif,2,"jaringan aman, buka aplikasi lain lancar, nah knp neflix buka film malah muter"".",jaring aman buka aplikasi lancar knp neflix buka film muter,jaring aman buka lancar knp neflix buka film muter,netral,negatif
Rintang Wijaya,1,"Daftar kurang lebih 3 bulan yg lalu, abis tu ga bisa login. Sampe sekarang 1 September 2025 ngga bisa login, tapi selama 3bulan ini saldo otomatis kepotong hampir 200ribu njirrr. Aplikasi ga jelas, mending bagi yang mau download dipikir-pikir lagi. :( Kecewa banget, login ga bisa tapi kepotong otomatis saldonya.",daftar abis login sampe september ngga login saldo otomatis potong ribu njir aplikasi mending download pikir pikir kecewa banget login potong otomatis saldo,daftar abis login sampe september login saldo otomatis potong ribu njir mending download pikir pikir kecewa banget login potong otomatis saldo,,negatif
alvi devari,5,sebenarnya Netflix ini bagus banyak film dubing nya mempermudah banget dan semuanya lancar lancar aja walaupun ketika kita coba log in atau masuk sering terlihat sandi salah padahal benar itu restart aja terus aplikasinya dan kalau benar tidak bisa masuk nya mending pakai email atau ganti kata sandi rada ribet sih dan juga filmnya tidak terlalu lengkap tapi bagus dan keren jadi ya lumayanlah untuk Netflix semoga bisa di perbarui untuk memperbaiki bugnya dan perbanyak filmnya,netflix bagus film dubing nya mudah banget lancar lancar coba log masuk sandi salah restart aplikasi masuk nya mending pakai email ganti sandi rada ribet sih film lengkap bagus keren lumayan netflix moga baru baik bugnya banyak film,bagus film dubing mudah banget lancar lancar coba log masuk sandi salah restart masuk mending pakai email ganti sandi rada ribet sih film lengkap bagus keren lumayan moga bugnya film,,positif
Kobra Rafka,5,"bagus jir tapi minus nya s1 Spongebob gak ada jadi nya merasa kurang,tapi gapapa yang penting ada Spongebob,horee i like Spongebob,lain kali adain Doraemon series + movie Doraemon nya dub indo,gak ngerti bahasa jepang soalnya",bagus jir minus nya spongebob nya gapapa spongebob horee like spongebob kali adain doraemon series movie doraemon nya dub indo ngerti bahasa jepang,bagus jir minus spongebob gapapa spongebob horee like spongebob kali adain doraemon series movie doraemon dub indo ngerti bahasa jepang,,positif
Afriza Nourma Zulpikar,1,susah untuk login ke aplikasi ini,susah login aplikasi,susah login,,negatif
Alpian Wahyudi,1,knpa jadi GK bisa di buka ini Netflix padahal cuma 1 prangkat yg terhubung aneh .semenjak di perbarui malah muncul notif trus terlalu banyak perangkat.,knpa buka netflix prangkat hubung aneh semenjak baru muncul notif trus perangkat,knpa buka prangkat hubung aneh semenjak muncul notif perangkat,,negatif
Alex Candra,1,"pembayaran saya ubah dari shopee pay ke dana,tapi tetap di potong dari shopee pay jadi saya bayar Doble",bayar ubah shopee pay dana potong shopee pay bayar doble,bayar ubah shopee pay dana potong shopee pay bayar doble,,negatif
Yohanes Erick Eglasias Pedor,1,"sering stuck loading, walaupun sudah didownload tetap gak bisa terputar. hapus data, relog akun, bahkan download ulang aplikasi tetap sama",stuck loading didownload putar hapus data relog akun download ulang aplikasi,stuck loading didownload putar hapus data relog akun download ulang,,netral
Alfarizi Ramadani,3,"baru coba netflix sudah payment tapi vidio gabisa play muter muter loading doang,kecewa sih",coba netflix payment vidio gabisa play muter muter loading doang kecewa sih,coba payment vidio gabisa play muter muter loading doang kecewa sih,,negatif
Siti Nurhana,1,"orang mau bayar kok ribet bgt gabisa bisa padahal tinggal potong saldo aja ribet nya minta ampun, nol",orang bayar ribet banget gabisa tinggal potong saldo ribet nya ampun nol,orang bayar ribet banget gabisa tinggal potong saldo ribet ampun nol,,negatif
Fikri maulana Ridho,1,"baru memperpanjang keanggotaan, saldo udah kepotong, masih belum bisa, katanya pembayaran tertunda",panjang anggota saldo udah potong bayar tunda,anggota saldo potong bayar tunda,,negatif
