userName,score,content,final_review,cleaned_review,labeling 
To the Moon,1,Hati2x netflix bnyak film isi ttg non binary...gender fluid...aplagi ada di film anak2x...ngajarin ttg gender...,hatix netflix bnyak film isi ttg non binary gender fluid aplagi film anakx ngajarin ttg gender,hatix bnyak film isi ttg non binary gender fluid aplagi film anakx ngajarin ttg gender,
Lly Sftry,1,saldo gue kepotong trs cara berhenti nya gimana anj😭,saldo gue potong henti nya gimana anj,saldo potong henti gimana,
gdra 12,5,danger for your kids LGBT support for sattan...,danger for your kids lgbt support for sattan,danger for your kids lgbt support for sattan,
eko septian,5,"Sekedar Saran untuk Netflix agar lebih memperbanyak update film terbaru dari bioskop, agar jadi pilihan terbaik bagi para penikmat Netflix",dar saran netflix banyak update film baru bioskop pilih baik nikmat netflix,dar saran update film bioskop pilih nikmat,
Wifionly Crb,1,Apakah langganan di Netflix bisa di batalkan dan saldo kembali?,langgan netflix batal saldo,langgan batal saldo,
Vikaso Estilo,5,Belum bisa kebuka aplikasinya..,buka aplikasi,buka,
mariyatul ikrimah,5,seru,seru,seru,positif
Deni Fauzi,3,yang mau berlangganan mending jangan karena film yang ada jadul semua,langgan mending film jadul,langgan mending film jadul,
nur azizah Perwitasari,1,kenapa harus berbayar sih. kasih keringanan dong biar yang Ndak punya duit bisa nonton buat hiburan gitu lah.. 😭 dan pas lihat ulasan dibawah ada yang sampai kepotong 2 kali jadi nyesel saya download tadi. sudah aku hapus lagi jadinya. Ndak jadi nonton film di Netflix,bayar sih kasih ringan biar ndak duit nonton hibur gitu pas lihat ulas bawah potong kali nyesel download hapus ndak nonton film netflix,bayar sih kasih ringan biar ndak duit nonton hibur gitu pas lihat ulas potong kali nyesel download hapus ndak nonton film,
bakso Bulat,5,ok,oke,oke,positif
Erari Silalahi766,1,jelek,jelek,jelek,
Halvac Martha,1,aduh saya tidak bisa login lagi kakak,aduh login kakak,aduh login kakak,
admelvandi busana.02,1,Tidak ada pilihan metode pembayaran.,pilih metode bayar,pilih metode bayar,
-Dyy77,1,aplikasi pea,aplikasi pea,pea,
Anjas Yanuar,1,si anjing babi,anjing babi,anjing babi,
Arvi N,1,bayar apaan dah?😹,bayar dah,bayar dah,
Welly rakhmawan,5,the best ahhhh,the best,the best,positif
Pemuda Hijrah,1,"padahal seingat saya ngak pernah pencet beli premium malah tiba"" beli premium langsung ilang duit saya di dana 65k ngak ada prosedurnya gimana"" langsung beli yahh bingung dong saya knp tiba"" kebeli.",ngak pencet beli premium beli premium langsung ilang duit dana ngak prosedur gimana langsung beli yahh bingung knp kebel,ngak pencet beli premium beli premium langsung ilang duit dana ngak prosedur gimana langsung beli yahh bingung knp kebel,
Gregorius Aldo,1,"Kalo memang cara masuk nya itu pakai vocer ya tinggal bilang aja, aku berjuang 4 jam untuk masuk akun ehhh ternyata pakai duit juga, Sekali mau bayar ehh gak mampu karena uang dana gak ada, tapi kan kalo memang gak bisa ya gak perlu lanjukan tu pendaptaran kan sekali aku isi dana untuk isi listrik ehhh malah abis diambil tu dana ku dasar apk gak ngotak. Udah gak jelas makin gak ada otak .lain kali kalo buat apk tu yang benar.",kalo masuk nya pakai vocer tinggal bilang juang jam masuk akun pakai duit bayar ehh uang dana kalo lanjuk pendaptaran isi dana isi listrik abis ambil dana dasar apk ngotak udah otak kali kalo apk,kalo masuk pakai vocer tinggal bilang juang jam masuk akun pakai duit bayar ehh uang dana kalo lanjuk pendaptaran isi dana isi listrik abis ambil dana dasar ngotak otak kali kalo,
Sagaf Said,4,bintang 4 dulu,bintang,bintang,netral
dadi yuniaariantidya,1,ngga bisa login,ngga login,login,
Zaenudin Syah putra,5,APK NONTON FILM FAVORIT❤❤,apk nonton film favorit,nonton film favorit,
Aulia Lubis,1,"Netflix sekarang lok jadi hancur2an ya, jelek aplikasinya, TDK seperti dulu wktu baru2 buka, payah bgt skg, filmnya lumayan jadul TPI masih ok lah , tapi yg skg buka di awalnya gak bisa2, Uda di hapus trus download lagi masih gak bisa kebuka ....parah dah !!",netflix lok hancur jelek aplikasi tdk wktu buka payah banget skg film lumayan jadul oke skg buka uda hapus trus download buka parah dah,lok hancur jelek wktu buka payah banget skg film lumayan jadul oke skg buka uda hapus download buka parah dah,
RUDI GUNAWAN aozora,1,bad,bad,bad,
Elios Sansan,1,kenapa si kok netflix gak mau mutet d hp loading mulu.giliran d tv bisa tv d hp ngga bisa padahal udah berlangganan lohh,netflix mutet loading mulu gilir ngga udah langgan lohh,mutet loading mulu gilir langgan lohh,
Abhelian SaputrA,1,"film nya gak update, update pun lama",film nya update update,film update update,
Dafi Duck,2,"engga komplit ,pengen cari film lama ,kaya the lord off the ring ,the Hobbit ,Thor ya pokonya banyak Hollywood yg engga ada",engga komplit ken cari film kaya the lord off the ring the hobbit thor poko hollywood engga,engga komplit ken cari film kaya the lord off the ring the hobbit thor poko hollywood engga,
Rafi Saftiawan,1,gimana cara daftar nya jir,gimana daftar nya jir,gimana daftar jir,
Al_ Morning,1,KENAPA GK BISA NONTON NETFLIX AJGGGG GUA UDH BAYAR !!!!!!,nonton netflix ajg gua bayar,nonton ajg bayar,
Julio Dacruz,1,"apk tolol, email gua udh bener tapi gak bisa masuk juga. (email gak bisa ditemukan) padahal udah bener gua masukinya",apk tolol email gua bener masuk email temu udah bener gua masuk,email bener masuk email temu bener masuk,
Andira Ara,5,aplikasi nya bagus bisa nonton semua film di bioskop tetapi bayar agak mahal,aplikasi nya bagus nonton film bioskop bayar mahal,bagus nonton film bioskop bayar mahal,
Heri,5,Sebelumnya terimakasih?,terimakasih,terimakasih,positif
Denys Surya,1,"payah, gambar nya kayak kualitas dvdrip. dah mana per bulan nya 65rb. berasa nonton bajakan.",payah gambar nya kayak kualitas dvdrip dah nya asa nonton baja,payah gambar kayak kualitas dvdrip dah asa nonton baja,
indra bzoy,5,boboiboy the. movie,boboiboy the movie,boboiboy the movie,netral
Putri Praditia,1,aku udah berlangganan tapi ga bisa nonton. akun ku 1 malah bayar 2 lagii,udah langgan nonton akun bayar lagi,langgan nonton akun bayar,
Endah Novitasari,5,"mending 1 bulan 200rb, dari pada 1 hari 200rb😭😭😭😭😭",mending,mending,netral
Hana Ritony,1,Maaf yah netflix saya gx bisa donlod kenapa harus bayar saya tidak punya duit,maaf yah netflix donlod bayar duit,maaf yah donlod bayar duit,
Halid,1,"belum juga sebulan berlangganan malah gk bisa masuk,nonton gk bisa, disuruh up yg 120rb padahal cukup yg 720p malah di suruh 1080p gk jelas",bulan langgan masuk nonton suruh suruh,langgan masuk nonton suruh suruh,
Fatta,1,"ini adalah aplikasi terbusuk yg saya pernah unduh mau masuk ke beranda aja banyak langkah langkah nya buang buang waktu,emang aplikasi busuk ini",aplikasi busuk unduh masuk beranda langkah langkah nya buang buang emang aplikasi busuk,busuk unduh masuk beranda langkah langkah buang buang emang busuk,
Kakak Yaya,2,tidak bisa putar film di Tab saya,putar film tab,putar film tab,netral
Nur islamiah Aprilia,5,yes ok banget,yes oke banget,yes oke banget,positif
Edi Sriyanto,1,"Aplikasi babi, tiap nonton selalu keluar sendiri, pake app hp, app laptop, pake web juga masih aja selalu keluar sendiri. Rugi2 udah langganan setahun lebih tapi layanannya busuk",aplikasi babi nonton pake app app laptop pake web rugi udah langgan tahun layan busuk,babi nonton pake laptop pake web rugi langgan layan busuk,
Xxx Xxx,1,"udah daftar pake PC komputer pas login di hp suruh daftar lagi,gak jelas banget",udah daftar pake komputer pas login suruh daftar banget,daftar pake komputer pas login suruh daftar banget,
Meini Tatuwo,1,gak bisa login pdhal udah langganan. kenapa sih ni aplikasiiiiii,login pdhal udah langgan sih aplikasi,login pdhal langgan sih,
Billy Kent,1,kualitas nya sampah,kualitas nya sampah,kualitas sampah,
Farhan Clwr,1,ini gimana min nggak bisa masuk/login eror atau gimana,gimana min masuk login eror gimana,gimana min masuk login eror gimana,
leo resya,5,good,good,good,positif
Ketut Martini,1,kenapa gak bisa di uninstal?????,uninstal,uninstal,
donny ristiandi,2,"aplikasi lumayan, tapi kalau mau lanjut di aplikasi android tidak bisa pilih paket lain harus lanjutin paket sebelumnua",aplikasi lumayan aplikasi android pilih paket lanjutin paket sebelumnua,lumayan android pilih paket lanjutin paket sebelumnua,
syasya zaeti humaira,1,jelek bgt padahal udh bayar tapi pas mau nonton loading terus kouta saya juga msih ada tpi ttp gabisa,jelek banget bayar pas nonton loading kouta msih ttp gabisa,jelek banget bayar pas nonton loading kouta msih ttp gabisa,
Uthu Nemo,1,"ini knpa Netflix stuck itu2 aj filmnya??? apa2 d cari tak ada,,,, yg betul lah woy",knpa netflix stuck film cari woy,knpa stuck film cari woy,
Yoga Dwi,5,lebih murah donk,murah donk,murah donk,
Melyta Dwi lestari,1,jelek bgt,jelek banget,jelek banget,
Nor mega Lestari,3,"kenapa ya ko gak bisa di setel muter terus, padahal saya sudah bayar tiap bulan langganan di netflix.",setel muter bayar langgan netflix,setel muter bayar langgan,
purin ririn,1,sudah dibeli paket netflix g bs login,beli paket netflix login,beli paket login,
Allbi Kaja,3,masa isi dalam apk netfli cuman ada lingk buat masuk ke croom trus pas di crom cuman bisa scrol kalo ke pencet balik ke apk yang ngasih ling gitu² mulu sampe gk ada sedetik buat nonton rugi gw udah berlangganan gw pengen uang gw di balikin aja dasar apk gk guna,isi apk netfli cuman lingk masuk croom trus pas crom cuman scrol kalo pencet apk ngasih ling gitu mulu sampe detik nonton rugi udah langgan ken uang balikin dasar apk,isi netfli cuman lingk masuk croom pas crom cuman scrol kalo pencet ngasih ling gitu mulu sampe detik nonton rugi langgan ken uang balikin dasar,
Wendi Putra,1,kek mn sih ini mau batal kan langganan ajah mesti masuk di aplikasi nya harus bayar lagi sedang kan netflix nya udah langsung kepotong di saldo dana gmn sih gk jelas aplikasi nya merugikan orng,kek sih batal langgan ajah mesti masuk aplikasi nya bayar netflix nya udah langsung potong saldo dana gmn sih aplikasi nya rugi orng,kek sih batal langgan ajah mesti masuk bayar langsung potong saldo dana gmn sih rugi orng,
Afrah Fathi Fauzani,5,"Nonton Hiburan Drama Film Horror, Video juga HD 100% persen No HOAX 👍👍👍",nonton hibur drama film horror video persen hoax,nonton hibur drama film horror video persen hoax,
azis sirojudin,1,kemahalan,mahal,mahal,
Fajeri Anoor,5,Good,good,good,positif
Sri indratama Wahyu jatmiko,5,ok,oke,oke,positif
Hans Hans,1,"aplikasinya kurang, ketika daftar melalui Gmail trs masukin sandi yang benar di bilang salah, perbaiki yang bagus 😒",aplikasi daftar gmail masukin sandi bilang salah baik bagus,daftar gmail masukin sandi bilang salah bagus,
Feri Ferdianto,5,bagus bagus untuk gta-nya,bagus bagus gta nya,bagus bagus gta,positif
sindi lestari,2,"plis plis plis, susaa bgt bwt dftr ny",plis plis plis susaa banget bwt dftr nya,plis plis plis susaa banget bwt dftr,
Veronica officials,1,"“아이치이에 있는 거 넷플릭스에도 넣어줘.” “Tolong adain yang ada di iQIYI masukinke Netflix ya, bahasa Korea, karena iQIYI rese.”",tolong adain iqiyi masukinke netflix bahasa korea iqiyi rese,tolong adain iqiyi masukinke bahasa korea iqiyi rese,
Febby Diana,1,pendaftaran yg ribet!!!,daftar ribet,daftar ribet,
Purwo Aji Darsono,1,"sampah,mau login aja muter muter doang,gabisa masuk,disuruh masukin kode,pas dimadukin kodenya,di ulang ulang terus, sampah",sampah login muter muter doang gabisa masuk suruh masukin kode pas dimadukin kode ulang ulang sampah,sampah login muter muter doang gabisa masuk suruh masukin kode pas dimadukin kode ulang ulang sampah,
Pengguna Google,2,2 aja lah capek nonton,capek nonton,capek nonton,
quisty oktavia,1,makin kesini neflix sering lag. suaranya ada tapi gambar video nya nge freeze gak gerak.,kesini neflix lag suara gambar video nya nge freeze gerak,kesini neflix lag suara gambar video nge freeze gerak,
Fahrur Rozi,5,mantap,mantap,mantap,positif
Iqbal Suffil,1,mau login aja setengah mati,login mati,login mati,
Ardhika Pmdy,1,filmnya ga lengkap woeeee,film lengkap woe,film lengkap woe,
Mahira Sahara,1,"Customer service didn't help me at all, even straight up rejected me without listening to my complaint. I'm ready to give my data to customer service whatever they need, but the service is not good, it's appropriate to give a rating of 0. I'm really disappointed, even though I need my account to watch! But CS doesn't want to help me change my email, I can change it myself without bothering CS if MY EMAIL IS STILL WORKING",customer service didn help all even straight rejected without listening complaint ready give data customer service whatever they need but the service not good appropriate give rating really disappointed even though need account watch but doesn want help change email can change myself without bothering email still working,customer service didn help all even straight rejected without listening complaint ready give data customer service whatever they need but the service not good appropriate give rating really disappointed even though need account watch but doesn want help change email can change myself without bothering email still working,
Oji Saputra,1,Saya sudah putuskan ke anggota an tapi saldo rekening saya tetap terpotong,putus anggota saldo rekening potong,putus anggota saldo rekening potong,
Moch Rizki Firdaus,1,Gabisa masuk pake nomor hp,gabisa masuk pake nomor,gabisa masuk pake nomor,
Elvira Elvira,1,lemot,lot,lot,
Dejan farid,1,"jelek banget ni aplikasi, udh mah ga bisa login pake gmail atau nomor telepon harus pake kode password, dan saya minta kode pasword nya ga dikasih, ribet banget ni aplikasi pake harus apalah",jelek banget aplikasi mah login pake gmail nomor telepon pake kode password kode pasword nya kasih ribet banget aplikasi pake apa,jelek banget mah login pake gmail nomor telepon pake kode password kode pasword kasih ribet banget pake,
Bia Cy,1,tidak bagus,bagus,bagus,positif
Indah Pravitha Sari,2,"blm sebulan berlangganan malah ga bs login, aneh bgt ni aplikasi buang² duit aja..",blm bulan langgan login aneh banget aplikasi buang duit,langgan login aneh banget buang duit,
Susila Huang,1,"lama2 jadi males langganan Netflix,karna setiap mo nonton delay,padahal sinyal bagus,udh bayar juga",males langgan netflix karna nonton delay sinyal bagus bayar,males langgan karna nonton delay sinyal bagus bayar,
Devianita Dwi Jayanti,1,"langganan 186k, cuma bisa di laptop doank, giliran di HP cuma loading.",langgan laptop doank gilir loading,langgan laptop doank gilir loading,
Yu Ni,1,tkw malaysia,tkw malaysia,tkw malaysia,
Nof phe,1,"kalau mau nonton harus masuk/daftar dulu tapi pas saya daftar panjang prosesnya udah ada promosinya pas proses,saat udah selesai disuruh masukan sandi padahal pas awal belum disuruh buat sandi,pas mau ganti sandi prosesnya kaya dari awal terus di puter puter jadi nya saya belum bisa masuk,saya berikan masukan saat daftar/masuk beri pilihan google dan tinggal pilih akunnya trus selesai,ini membuat orang tidak bisa menonton mungkin bukan saya saja yang mengalami ini.",nonton masuk daftar pas daftar proses udah promosi pas proses udah selesai suruh masuk sandi pas suruh sandi pas ganti sandi proses kaya puter puter nya masuk masuk daftar masuk pilih google tinggal pilih akun trus selesai orang tonton alami,nonton masuk daftar pas daftar proses promosi pas proses selesai suruh masuk sandi pas suruh sandi pas ganti sandi proses kaya puter puter masuk masuk daftar masuk pilih google tinggal pilih akun selesai orang tonton alami,
Dayu Kinar,4,"ada beberapa film yg ingin saya tonton di Netflix seperti beberapa series umamusume (anime), saya sangat menyukai series yg ada di Netflix, namun terkadang kualitasnya pecah².",film tonton netflix series umamusume anime suka series netflix terkadang kualitas pecah,film tonton series umamusume anime suka series terkadang kualitas pecah,
