userName,score,content,final_review
Halo Helo,1,APK PENIPU GUA UDAH BATALIN LANGGANAN MASA OTOMATIS BAYARR ANJGGGGGGGG DUIT GUA BALIKIN TAIIIIIII APK HARAMMMMMMMM AJGGGGGGGGGG,apk tipu gua udah batalin langgan otomatis bayarr anjg duit gua balikin tai apk haram ajg
Muhammad Bin Dhuhur,1,jelek gak jelas aplikasi ini kecewa uda kalong paket 50 rb gak bisa di gunakan kecewa kapok,jelek aplikasi kecewa uda kalong paket kecewa kapok
Apa sih Kepo,2,ini kenapa di email tidak ada keterangan pembayaran lunas dari gmail? sedangkan saldo sudah di potong.,email terang bayar lunas gmail saldo potong
atik sooader,2,"aplikasi yang tidak mengutamakan kenyamanan pelanggan, hanya karna qris dibuat oleh China maka netflik gak mau pake",aplikasi utama nyaman langgan karna qris china netflik pake
Bella Ningrum,1,sumpah netflix parah banget.. notif nya akun banyak yang pakai.. padahal g ad yang pakai sama sekali...,sumpah netflix parah banget notif nya akun pakai pakai
Feri.marsandi@gmail.com Marsandi,1,perangkat tidak bisa dioperasikan pada android 13 !!!!,perangkat operasi android
Riswan Alamsyah,1,tolong di bantu saldo sudah terpotong tapi belum juga bisa bergabung,tolong bantu saldo potong gabung
Sabrang Mowo Damar Panuluh,1,Terjadi kesalahan saat memutar video (5.10),salah putar video
aya urbanz,2,netflix nya muter2 mulu di pakai di android,netflix nya muter mulu pakai android
Dimas Syahrian,1,daftar aja ribet padahal mau langganan,daftar ribet langgan
Akmaluz tz,1,"aplikasi GK jelas, harus banget gitu pake sandi? gak bisa pake email aja? kita Dateng buat nonton bukan cari masalah. ayolah gak usah pake sandi segala gak penting tau gak? terus kalo lupa bikin akun lagi gitu? mending gw kasih bintang 1 kalo bisa 0 aja",aplikasi banget gitu pake sandi pake email dateng nonton cari ayo pake sandi tau kalo lupa akun gitu mending kasih bintang kalo
Alliska Mateka,1,jelek,jelek
Gst Gst,5,mantap,mantap
Kii,3,b aja,
Victoria Ngalon,1,kenapa aplikasi tidak dapat di unduh selalu tertunda terus,aplikasi unduh tunda
lui fazli,4,"halo admin netflix tolong di tingkatin dong kualitas film nya, perbanyak update film film baru, masa saya bayar 120rb /bulan tapi yg saya dapatin ga sesuai sama yg saya bayar, lama banget nunggu update film nya. terimakasi",halo admin netflix tolong tingkatin kualitas film nya banyak update film film bayar dapatin sesuai bayar banget nunggu update film nya terimakasi
YesYouAre,5,mantap,mantap
Nurohman Maulana,2,apa sih ini gak bisa di tonton mau pake data wifi memuat terus masa cuman bisa nonton trailer doang. Jelek banget 😡,sih tonton pake data wifi muat cuman nonton trailer doang jelek banget
Anugrah Palaguna75,1,aplikasinya kurangajar memotong saldo tanpa persetujuan custumer dan tidak ada perjanjian untuk langganan,aplikasi kurangajar potong saldo tuju custumer janji langgan
Mohamad Faisal Akbar,1,ngelag ini gimana.,ngelag gimana
Lato Denny Cherly,5,tetbaik,tetbaik
Celine Prad,1,"There are many bugs, especially on the page of films that will be shown, many series and film trailers are not the same as the title or image.",there are many bugs especially the page films that will shown many series and film trailers are not the same the title image
rando Japane,1,asli parah sumpah... daftar harus bayar... kaga ngotak apa. kek pemerasan aja semua harus bayar . udh la nnton kadang lag... kacau emak apk zaman sekarang,asli parah sumpah daftar bayar kaga ngotak kek peras bayar nnton kadang lag kacau emak apk zaman
Farhan Basiq,5,bagus,bagus
Bimo Wayang,1,dah bayar dan saldo terpotong. pembayaran tertunda. gak bisa nonton. suruh nunggu maksimal 24 jam,dah bayar saldo potong bayar tunda nonton suruh nunggu maksimal jam
Ikah Sarikah,1,udah di gak membership lagi tapi malah ngambil duit saya,udah membership ngambil duit
Lisna Azzahra,1,rempong skli daftarnya harus bayar pula,rempong skli daftar bayar
Joko Sungkowo,5,mantap,mantap
Febri Mustamil,1,"aplikasi busuk,susah digunakan",aplikasi busuk susah
Bangoe Sunandar,2,"untuk perbaruan episodenya lama gak kaya yang lain,,, di apk lain udah episode baru,lah di sinih mah lama banget jarak tayangnya sama yang lain",baru episode kaya apk udah episode sih mah banget jarak tayang
Gia Sabilla,3,bagus tapi sering eror,bagus eror
Lerysetiawannn1,1,GAJELAS GABISA NONTON LELET,gajelas gabisa nonton lelet
Piyudraving,1,"tiba2 film exclusive nya hilang nggak bisa di cari, padahal produksi dari netfix juga, nggak tau bug atau apaan, udh langganan juga bikin kesel",film exclusive nya hilang cari produksi netfix tau bug langgan kesel
Sam Tius,5,ok mantap tapi kenapa sekarang tidak lagi kompatible dengan perangkat proyektor saya awal semulanya didukung sekarang kok tidak bisa lagi padahal udahlangganan,oke mantap kompatible perangkat proyektor mula dukung udahlangganan
Medina Niswa,5,bagus banget kartun kartunnyaa!🌟,bagus banget kartun kartunnyaa
prida hari pangestu,5,uwow,uwow
Afdahtul Harsadan,1,"nih apk, kalau semisal gak ada tugas dari dosen juga, gw bakalan ogah buat download, apa apaan nih apk, keluar sndri mulu, udh gitu g bisa masuk, kalaupun masuk harus ganti katasandi tapi g bisa diganti, terus gitu ad opsi pakai kode, pas udh ad kodenya malah g bisa masuk, nih apk lagi ngelawak kah? pantesan rate-nya aja turun drastis 👎👎",apk tugas dosen ogah download apk sndri mulu gitu masuk masuk ganti katasandi ganti gitu opsi pakai kode pas kode masuk apk ngelawak kah pantesan rate nya turun drastis
Dev Vargash,5,keren,keren
Sapto Purnomo,1,masuk aja ribet auto unistal....cuma pengen nonton susah ..,masuk ribet auto unistal ken nonton susah
Hania Sasira,5,aplikasi ini sangat baik,aplikasi
Diego Cristian Sanjaya,1,kenapa tidak bisa berbagi layar? dasar pelit,bagi layar dasar pelit
Azira Praditha,1,susah masuk kedalam aplikasinya,susah masuk dalam aplikasi
Aan Diana,1,"Gajelas, gak bisa masuk sama sekali",gajelas masuk
dewi gotami,5,"sangat bagus, cepat , banyak pilihan film.. aku mau nanya apakah ntr akan muncul demon slayer infinity castle?? semoga muncul di netflix",bagus cepat pilih film nanya ntr muncul demon slayer infinity castle moga muncul netflix
Maulana Farizi (Farizi),1,"masa mau daftar uda masukin email tp gabisa lanjut, tulisanny ""maaf, terjadi kesalahan"" lh kesalahan apa? mau daftar doang kesalahan?",daftar uda masukin email gabisa tulisanny maaf salah salah daftar doang salah
Akun Utama,3,KEMBALI KAN TAMPILAN KE VERSI SEBELUM NYA !!!!!!,tampil nya
Rara EUY,5,"oy ko g bisa dibuka ini, bagus bgt si apknya cuma nape ini kaga bisa dibuka",buka bagus banget apknya nape kaga buka
Khalilah Noviani,1,tolong diperbaiki' kenapa di smart TV susah buka..,tolong baik smart susah buka
Dhesi Cabang,5,terbaik,baik
Risti Ramadhani,2,"seru sih bisa nonton film biar gak nonton bajakan, tapi kenapa saya setiap nonton loading nya lama banget pake banget, jadi kayak percuma uda bayar buat berlangganan gak bisa ditonton, padahal kuota ada wifi ada, hmm",seru sih nonton film biar nonton baja nonton loading nya banget pake banget kayak uda bayar langgan tonton kuota wifi hmm
ADIN MONEK PATRA,3,tiba tiba tanggal 24 Agustus 2025 saya lagi nonton dungeon meshi jam 7 am tiba tiba film nya gada dan gabisa di putar dan beberapa anime yang saya tonton tiba tiba gada padahal lagi nonton saya keluar app bentar pas masuk gada aneh emang ngeselin padahal dikit lagi kelar,tanggal agustus nonton dungeon meshi jam film nya gada gabisa putar anime tonton gada nonton app bentar pas masuk gada aneh emang ngeselin dikit kelar
Altair Algaza,1,"gajelas banget subtitle indo nya,jauh dari arti sebenarnya bahasa jepang,ini duit buat subtitle nya dikorupsi apa gimana?",gajelas banget subtitle indo nya arti bahasa jepang duit subtitle nya korupsi gimana
Langi Pang,1,"kenapa yah, saya sudah berlangganan tapi gak bisa masukin akun, itu maksudnya apa, katanya akun saya tak terdaftar, trus saya harus pake akun yang kayak mana? percuma.",yah langgan masukin akun maksud akun daftar trus pake akun kayak
Santri pratama,1,"gak jelas, tau tau akun keluar dan gak bisa masuk, padahal langganan setiap bulan dan pemakaian pribadi",tau tau akun masuk langgan pakai pribadi
Aprii12 Aprii12,3,Warna setiawan,warna setiawan
Aviya Kiki,5,baguss banyak bgt film nya!!!,bagus banget film nya
Swety Christine,5,sekarang sering ERROR 😰🤦‍♀️🥺,error
Jhon Geri M,1,"filmnya kurang lengkap contohnya The Raid Redemption1- 2 + boyka undisputed juga tdk ada, tambahan kalau bisa biarkan kami yang belum VVIP melihat isinya terlebih dahulu sebelum harus membeli VVIP agar bisa melihat isi, atau film yang dicari-cari, untuk meminimalisir pengeluaran. 👎👎👎",film lengkap contoh the raid redemption boyka undisputed tdk tambah biar vvip isi beli vvip isi film cari cari meminimalisir keluar
Fatur Hafidz,1,film narutonya kok suka ilang ilangan si min gimana si,film narutonya suka ilang ilangan min gimana
Wedi Penata,5,"fully entertaint, a lot of choice movie , documenter and other channel",fully entertaint lot choice movie documenter and other channel
via utomo,5,"bisa dibantu, kenapa mau bayar pakai ovo ada keterangan akunmu sudah terhubung dengan akun netflix lain? padahal selama ini bayar langganan bulanan selalu pakai ova dengan nomor yang sama",bantu bayar pakai ovo terang akun hubung akun netflix bayar langgan bulan pakai ova nomor
Maryati Meilani,5,keren,keren
Faeyzaee ee,1,sudah dipotong Uangnya pas mau masuk terjadi kesalahan terus,potong uang pas masuk salah
Edi Pati,1,saya bahkan tidak bisa buat akun,akun
Yudha Eka pratama,1,mau daftar lagi aja susah payah,daftar susah payah
Rhizam 99,5,saya baru daftar baru 1 minggu di pakai kenapa pas mau nonton di bilang harus bayar lagi bagaimana kah ini netflix,daftar minggu pakai pas nonton bilang bayar kah netflix
rizal rifani,1,Netflix gobs lalajo kudu Aya kouta unggal bulan potongan wae strees,netflix gobs lalajo kudu aya kouta unggal potong wae strees
Rendi Hermawan,5,good,good
Sigma Skbidii,3,"Ini gimana si cara daftarnya. Ribet banget. Padahal udah mau selesai. Malah di balikin lagi ke menu awal. Ini aplikasi film menurut gw paling ribet si, di bandingin dengan aplikasi film lainnya. Tolong jelaskan cara daftar yang benar.",gimana daftar ribet banget udah selesai balikin menu aplikasi film ribet bandingin aplikasi film tolong daftar
Dedy Devi,1,tidak bisa di hapus memori kebanyakan,hapus memori banyak
